,2,5,10,16,25,50
Linear_reg_x,0.58,0.87,0.82,0.21,0.12,0.08
Linear_reg_y,0.58,0.87,0.82,0.48,0.38,0.28
Double_reg,0.58,0.87,0.82,0.33,0.23,0.14
Linear_reg_x_z,0.08,0.09,0.05,0.05,0.05,0.05
Linear_reg_y_z,0.11,0.16,0.22,0.22,0.22,0.22
Double_reg_z,0.11,0.14,0.13,0.13,0.13,0.13
