,2,5,10,16,25,50
Linear_reg_x,0.36,0.71,0.85,0.96,0.89,0.74
Linear_reg_y,0.36,0.71,0.85,0.02,0.0,0.0
Double_reg,0.36,0.71,0.85,0.6,0.4,0.2
Linear_reg_x_z,0.88,0.93,0.97,0.97,0.97,0.97
Linear_reg_y_z,0.0,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.05,0.08,0.07,0.07,0.07,0.07
