,2,5,10,16,25,50
Linear_reg_x,0.69,0.94,1.0,1.0,1.0,1.0
Linear_reg_y,0.69,0.94,1.0,1.0,1.0,1.0
Double_reg,0.69,0.94,0.99,0.99,0.99,0.99
Linear_reg_x_z,0.69,0.92,1.0,1.0,1.0,1.0
Linear_reg_y_z,0.65,0.92,1.0,1.0,1.0,1.0
Double_reg_z,0.68,0.92,0.98,0.98,0.98,0.98
