,2,5,10,16,25,50
Linear_reg_x,1.0,1.0,1.0,0.67,0.57,0.27
Linear_reg_y,1.0,1.0,1.0,1.0,1.0,1.0
Double_reg,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,0.0,0.0,0.0,0.0,0.0,0.0
Linear_reg_y_z,0.74,0.83,0.87,0.87,0.87,0.87
Double_reg_z,0.16,0.19,0.19,0.19,0.19,0.19
