,2,5,10,16,25,50
Linear_reg_x,0.66,0.91,0.71,0.3,0.18,0.15
Linear_reg_y,0.66,0.91,0.71,0.11,0.09,0.06
Double_reg,0.66,0.91,0.71,0.19,0.14,0.09
Linear_reg_x_z,0.08,0.13,0.16,0.16,0.16,0.16
Linear_reg_y_z,0.04,0.03,0.04,0.04,0.04,0.04
Double_reg_z,0.05,0.05,0.08,0.08,0.08,0.08
