,2,5,10,16,25,50
Linear_reg_x,0.75,0.79,0.45,0.35,0.4,0.4
Linear_reg_y,0.75,0.79,0.45,0.38,0.44,0.41
Double_reg,0.75,0.6,0.14,0.14,0.15,0.11
Linear_reg_x_z,0.05,0.15,0.41,0.41,0.41,0.41
Linear_reg_y_z,0.06,0.22,0.44,0.44,0.44,0.44
Double_reg_z,0.04,0.09,0.1,0.1,0.1,0.1
