,2,5,10,16,25,50
Linear_reg_x,0.88,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,0.88,1.0,1.0,1.0,1.0,1.0
Double_reg,0.88,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_y_z,0.72,0.96,1.0,1.0,1.0,1.0
Double_reg_z,1.0,1.0,1.0,1.0,1.0,1.0
