,2,5,10,16,25,50
Cor_kernel,0.0,0.04,0.1,0.11,0.11,0.06
Linear_reg_x,0.8,0.98,1.0,1.0,1.0,1.0
Linear_reg_y,0.8,0.98,1.0,0.97,0.97,0.98
Double_reg,0.8,0.98,1.0,1.0,1.0,1.0
Linear_reg_x_z,0.99,1.0,1.0,1.0,1.0,1.0
Linear_reg_y_z,0.52,0.87,0.96,0.96,0.96,0.96
Double_reg_z,0.92,0.99,1.0,1.0,1.0,1.0
