,2,5,10,16,25,50
Linear_reg_x,0.68,0.95,1.0,0.19,0.16,0.01
Linear_reg_y,0.68,0.95,1.0,0.69,0.45,0.15
Double_reg,0.68,0.95,1.0,0.41,0.33,0.07
Linear_reg_x_z,0.04,0.02,0.0,0.0,0.0,0.0
Linear_reg_y_z,0.06,0.08,0.06,0.06,0.06,0.06
Double_reg_z,0.05,0.03,0.01,0.01,0.01,0.01
