,2,5,10,16,25,50
Linear_reg_x,0.08,0.12,0.19,0.17,0.18,0.17
Linear_reg_y,0.08,0.12,0.19,0.16,0.17,0.15
Double_reg,0.08,0.12,0.2,0.19,0.18,0.16
Linear_reg_x_z,0.06,0.12,0.17,0.17,0.17,0.17
Linear_reg_y_z,0.06,0.11,0.14,0.14,0.14,0.14
Double_reg_z,0.05,0.11,0.17,0.17,0.17,0.17
