,2,5,10,16,25,50
Linear_reg_x,0.24,0.19,0.1,0.0,0.0,0.0
Linear_reg_y,0.24,0.19,0.1,0.53,0.57,0.62
Double_reg,0.24,0.19,0.1,0.14,0.11,0.07
Linear_reg_x_z,0.0,0.0,0.0,0.0,0.0,0.0
Linear_reg_y_z,0.54,0.69,0.82,0.82,0.82,0.82
Double_reg_z,0.1,0.1,0.1,0.1,0.1,0.1
