,2,5,10,16,25,50
Cor_kernel,0.0,0.03,0.06,0.09,0.04,0.18
Linear_reg_x,0.12,0.18,0.13,0.1,0.09,0.05
Linear_reg_y,0.12,0.18,0.13,0.05,0.07,0.05
Double_reg,0.12,0.18,0.13,0.09,0.07,0.05
Linear_reg_x_z,1.0,0.51,0.14,0.09,0.08,0.05
Linear_reg_y_z,1.0,0.53,0.09,0.04,0.06,0.05
Double_reg_z,1.0,0.5,0.14,0.08,0.06,0.05
