,2,5,10,16,25,50
Linear_reg_x,0.89,0.86,0.51,0.43,0.45,0.46
Linear_reg_y,0.89,0.86,0.51,0.49,0.48,0.49
Double_reg,0.89,0.84,0.49,0.45,0.52,0.52
Linear_reg_x_z,0.06,0.26,0.49,0.49,0.49,0.49
Linear_reg_y_z,0.09,0.36,0.51,0.51,0.51,0.51
Double_reg_z,0.1,0.53,0.49,0.49,0.49,0.49
