,2,5,10,16,25,50
Linear_reg_x,0.44,0.9,0.97,0.97,0.97,0.98
Linear_reg_y,0.44,0.9,0.97,0.97,0.97,0.98
Double_reg,0.44,0.9,0.97,0.97,0.97,0.98
Linear_reg_x_z,0.47,0.93,0.97,0.97,0.97,0.97
Linear_reg_y_z,0.47,0.94,0.97,0.97,0.97,0.97
Double_reg_z,0.47,0.94,0.97,0.97,0.97,0.97
