,2,5,10,16,25,50
Linear_reg_x,0.28,0.31,0.41,0.42,0.42,0.42
Linear_reg_y,0.28,0.31,0.41,0.42,0.42,0.42
Double_reg,0.28,0.31,0.41,0.42,0.42,0.42
Linear_reg_x_z,0.29,0.31,0.42,0.42,0.42,0.42
Linear_reg_y_z,0.29,0.31,0.42,0.42,0.42,0.42
Double_reg_z,0.29,0.31,0.42,0.42,0.42,0.42
