,2,5,10,16,25,50
Linear_reg_x,0.83,1.0,0.93,0.97,0.95,0.95
Linear_reg_y,0.83,1.0,0.93,0.94,0.92,0.91
Double_reg,0.83,1.0,0.99,0.99,0.99,0.99
Linear_reg_x_z,0.8,0.99,0.92,0.92,0.92,0.92
Linear_reg_y_z,0.71,0.97,0.91,0.91,0.91,0.91
Double_reg_z,0.75,1.0,0.99,0.99,0.99,0.99
