,2,5,10,16,25,50
Linear_reg_x,0.4,0.53,0.74,0.1,0.06,0.06
Linear_reg_y,0.4,0.53,0.74,0.44,0.31,0.28
Double_reg,0.4,0.53,0.74,0.23,0.21,0.16
Linear_reg_x_z,0.12,0.1,0.04,0.04,0.04,0.04
Linear_reg_y_z,0.2,0.25,0.26,0.26,0.26,0.26
Double_reg_z,0.18,0.17,0.14,0.14,0.14,0.14
