,2,5,10,16,25,50
Linear_reg_x,0.33,0.65,0.54,0.25,0.22,0.19
Linear_reg_y,0.33,0.65,0.54,0.09,0.08,0.06
Double_reg,0.33,0.65,0.54,0.16,0.13,0.12
Linear_reg_x_z,0.01,0.13,0.17,0.17,0.17,0.17
Linear_reg_y_z,0.0,0.03,0.05,0.05,0.05,0.05
Double_reg_z,0.0,0.07,0.13,0.13,0.13,0.13
