,2,5,10,16,25,50
Linear_reg_x,0.29,0.42,0.55,0.04,0.01,0.02
Linear_reg_y,0.29,0.42,0.55,0.13,0.12,0.1
Double_reg,0.29,0.42,0.55,0.07,0.05,0.04
Linear_reg_x_z,0.08,0.04,0.03,0.03,0.03,0.03
Linear_reg_y_z,0.13,0.08,0.12,0.12,0.12,0.12
Double_reg_z,0.09,0.05,0.07,0.07,0.07,0.07
