,2,5,10,16,25,50
Cor_kernel,0.0,0.0,0.09,0.12,0.11,0.12
Linear_reg_x,0.15,0.16,0.19,0.08,0.06,0.05
Linear_reg_y,0.15,0.16,0.19,0.06,0.01,0.01
Double_reg,0.15,0.16,0.19,0.06,0.03,0.03
Linear_reg_x_z,1.0,0.84,0.23,0.11,0.05,0.05
Linear_reg_y_z,1.0,0.84,0.12,0.05,0.01,0.01
Double_reg_z,1.0,0.86,0.18,0.07,0.01,0.03
