,2,5,10,16,25,50
Linear_reg_x,0.99,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,0.99,1.0,1.0,0.94,0.96,0.89
Double_reg,0.99,1.0,1.0,1.0,1.0,0.98
Linear_reg_x_z,0.96,1.0,1.0,1.0,1.0,1.0
Linear_reg_y_z,0.31,0.67,0.76,0.76,0.76,0.76
Double_reg_z,0.79,0.97,0.96,0.96,0.96,0.96
