,2,5,10,16,25,50
Linear_reg_x,0.14,0.22,0.19,0.08,0.06,0.04
Linear_reg_y,0.14,0.22,0.19,0.08,0.06,0.04
Double_reg,0.14,0.21,0.26,0.1,0.06,0.06
Linear_reg_x_z,0.04,0.03,0.04,0.04,0.04,0.04
Linear_reg_y_z,0.04,0.03,0.04,0.04,0.04,0.04
Double_reg_z,0.03,0.04,0.04,0.04,0.04,0.04
