,2,5,10,16,25,50
Linear_reg_x,0.69,0.96,1.0,0.99,0.94,0.67
Linear_reg_y,0.69,0.96,1.0,0.1,0.0,0.0
Double_reg,0.69,0.96,1.0,0.86,0.54,0.12
Linear_reg_x_z,0.31,0.45,0.63,0.63,0.63,0.63
Linear_reg_y_z,0.01,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.07,0.07,0.05,0.05,0.05,0.05
