,2,5,10,16,25,50
Linear_reg_x,0.28,0.5,0.3,0.16,0.14,0.14
Linear_reg_y,0.28,0.5,0.3,0.03,0.01,0.01
Double_reg,0.28,0.5,0.3,0.06,0.03,0.04
Linear_reg_x_z,0.03,0.15,0.14,0.14,0.14,0.14
Linear_reg_y_z,0.02,0.03,0.01,0.01,0.01,0.01
Double_reg_z,0.02,0.05,0.05,0.05,0.05,0.05
