,2,5,10,16,25,50
Cor_kernel,0.0,0.02,0.09,0.15,0.06,0.05
Linear_reg_x,0.18,0.11,0.09,0.06,0.08,0.08
Linear_reg_y,0.18,0.11,0.09,0.06,0.08,0.07
Double_reg,0.18,0.11,0.09,0.06,0.08,0.07
Linear_reg_x_z,1.0,0.81,0.19,0.1,0.08,0.09
Linear_reg_y_z,0.87,0.38,0.05,0.06,0.07,0.07
Double_reg_z,1.0,0.65,0.11,0.09,0.08,0.08
