,2,5,10,16,25,50
Linear_reg_x,0.08,0.14,0.08,0.16,0.15,0.16
Linear_reg_y,0.08,0.14,0.08,0.05,0.05,0.05
Double_reg,0.08,0.12,0.09,0.07,0.1,0.08
Linear_reg_x_z,0.06,0.1,0.16,0.16,0.16,0.16
Linear_reg_y_z,0.05,0.03,0.05,0.05,0.05,0.05
Double_reg_z,0.04,0.07,0.05,0.05,0.05,0.05
