,2,5,10,16,25,50
Linear_reg_x,0.46,0.71,0.68,0.19,0.14,0.13
Linear_reg_y,0.46,0.71,0.68,0.34,0.34,0.33
Double_reg,0.46,0.71,0.68,0.23,0.25,0.24
Linear_reg_x_z,0.11,0.14,0.08,0.08,0.08,0.08
Linear_reg_y_z,0.12,0.16,0.29,0.29,0.29,0.29
Double_reg_z,0.11,0.15,0.16,0.16,0.16,0.16
