,2,5,10,16,25,50
Linear_reg_x,0.12,0.06,0.07,0.18,0.24,0.22
Linear_reg_y,0.12,0.06,0.07,0.04,0.04,0.04
Double_reg,0.12,0.06,0.07,0.11,0.1,0.11
Linear_reg_x_z,0.13,0.14,0.24,0.24,0.24,0.24
Linear_reg_y_z,0.05,0.03,0.04,0.04,0.04,0.04
Double_reg_z,0.11,0.08,0.09,0.09,0.09,0.09
