,2,5,10,16,25,50
Linear_reg_x,0.1,0.06,0.06,0.08,0.06,0.06
Linear_reg_y,0.1,0.06,0.06,0.08,0.06,0.07
Double_reg,0.08,0.08,0.04,0.06,0.04,0.04
Linear_reg_x_z,0.11,0.06,0.08,0.08,0.08,0.08
Linear_reg_y_z,0.11,0.06,0.08,0.08,0.08,0.08
Double_reg_z,0.1,0.08,0.04,0.04,0.04,0.04
