,2,5,10,16,25,50
Cor_kernel,0.0,0.1,0.07,0.07,0.09,0.06
Linear_reg_x,0.87,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,0.87,1.0,1.0,1.0,1.0,1.0
Double_reg,0.87,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_y_z,1.0,1.0,1.0,1.0,1.0,1.0
Double_reg_z,1.0,1.0,1.0,1.0,1.0,1.0
