,2,5,10,16,25,50
Linear_reg_x,1.0,1.0,1.0,0.55,0.55,0.13
Linear_reg_y,1.0,1.0,1.0,1.0,1.0,1.0
Double_reg,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,0.0,0.0,0.0,0.0,0.0,0.0
Linear_reg_y_z,0.58,0.79,0.84,0.84,0.84,0.84
Double_reg_z,0.14,0.15,0.14,0.14,0.14,0.14
