,2,5,10,16,25,50
Linear_reg_x,0.98,1.0,0.98,0.46,0.35,0.16
Linear_reg_y,0.98,1.0,0.98,0.91,0.59,0.27
Double_reg,0.98,1.0,0.98,0.72,0.47,0.21
Linear_reg_x_z,0.04,0.03,0.03,0.03,0.03,0.03
Linear_reg_y_z,0.05,0.06,0.14,0.14,0.14,0.14
Double_reg_z,0.04,0.04,0.05,0.05,0.05,0.05
