,2,5,10,16,25,50
Linear_reg_x,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,1.0,1.0,1.0,0.53,0.58,0.17
Double_reg,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,0.65,0.75,0.82,0.82,0.82,0.82
Linear_reg_y_z,0.0,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.15,0.15,0.09,0.09,0.09,0.09
