,2,5,10,16,25,50
Linear_reg_x,1.0,1.0,1.0,0.99,0.97,0.98
Linear_reg_y,1.0,1.0,1.0,1.0,1.0,1.0
Double_reg,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,0.99,0.98,0.98,0.98,0.98,0.98
Linear_reg_y_z,1.0,1.0,1.0,1.0,1.0,1.0
Double_reg_z,1.0,1.0,1.0,1.0,1.0,1.0
