,2,5,10,16,25,50
Linear_reg_x,0.34,0.35,0.35,0.19,0.18,0.18
Linear_reg_y,0.34,0.35,0.35,0.54,0.58,0.57
Double_reg,0.34,0.35,0.35,0.39,0.38,0.39
Linear_reg_x_z,0.18,0.2,0.19,0.19,0.19,0.19
Linear_reg_y_z,0.43,0.55,0.59,0.59,0.59,0.59
Double_reg_z,0.35,0.34,0.39,0.39,0.39,0.39
