,2,5,10,16,25,50
Linear_reg_x,0.06,0.19,0.59,0.7,0.78,0.84
Linear_reg_y,0.06,0.19,0.59,0.71,0.78,0.84
Double_reg,0.06,0.19,0.59,0.71,0.78,0.84
Linear_reg_x_z,0.46,0.83,0.87,0.87,0.87,0.87
Linear_reg_y_z,0.46,0.83,0.87,0.87,0.87,0.87
Double_reg_z,0.46,0.83,0.87,0.87,0.87,0.87
