,2,5,10,16,25,50
Linear_reg_x,0.28,0.43,0.31,0.15,0.08,0.09
Linear_reg_y,0.28,0.43,0.31,0.04,0.0,0.01
Double_reg,0.28,0.43,0.31,0.1,0.02,0.02
Linear_reg_x_z,0.09,0.07,0.09,0.09,0.09,0.09
Linear_reg_y_z,0.06,0.01,0.02,0.02,0.02,0.02
Double_reg_z,0.06,0.02,0.02,0.02,0.02,0.02
