,2,5,10,16,25,50
Linear_reg_x,0.05,0.12,0.15,0.14,0.12,0.15
Linear_reg_y,0.05,0.12,0.15,0.02,0.01,0.02
Double_reg,0.05,0.15,0.22,0.31,0.34,0.34
Linear_reg_x_z,0.01,0.12,0.14,0.14,0.14,0.14
Linear_reg_y_z,0.01,0.06,0.01,0.01,0.01,0.01
Double_reg_z,0.08,0.16,0.34,0.34,0.34,0.34
