,2,5,10,16,25,50
Linear_reg_x,0.75,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,0.75,1.0,1.0,1.0,1.0,1.0
Double_reg,0.75,1.0,1.0,1.0,1.0,1.0
Linear_reg_x_z,0.73,0.99,1.0,1.0,1.0,1.0
Linear_reg_y_z,0.57,0.96,1.0,1.0,1.0,1.0
Double_reg_z,0.66,0.97,1.0,1.0,1.0,1.0
