,2,5,10,16,25,50
Linear_reg_x,0.27,0.42,0.32,0.23,0.23,0.23
Linear_reg_y,0.27,0.42,0.32,0.11,0.1,0.08
Double_reg,0.27,0.42,0.32,0.18,0.15,0.12
Linear_reg_x_z,0.1,0.15,0.24,0.24,0.24,0.24
Linear_reg_y_z,0.05,0.04,0.07,0.07,0.07,0.07
Double_reg_z,0.09,0.08,0.11,0.11,0.11,0.11
