,2,5,10,16,25,50
Linear_reg_x,0.46,0.77,0.91,0.9,0.89,0.89
Linear_reg_y,0.46,0.77,0.91,0.9,0.88,0.88
Double_reg,0.46,0.77,0.91,0.9,0.89,0.89
Linear_reg_x_z,0.47,0.73,0.89,0.89,0.89,0.89
Linear_reg_y_z,0.43,0.71,0.88,0.88,0.88,0.88
Double_reg_z,0.44,0.72,0.89,0.89,0.89,0.89
