,2,5,10,16,25,50
Linear_reg_x,0.58,0.9,1.0,1.0,0.95,0.78
Linear_reg_y,0.58,0.9,1.0,0.15,0.0,0.0
Double_reg,0.58,0.9,1.0,0.84,0.56,0.25
Linear_reg_x_z,0.58,0.74,0.85,0.85,0.85,0.85
Linear_reg_y_z,0.0,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.09,0.11,0.08,0.08,0.08,0.08
