,2,5,10,16,25,50
Cor_kernel,0.0,0.06,0.02,0.08,0.07,0.08
Linear_reg_x,0.09,0.15,0.08,0.06,0.06,0.05
Linear_reg_y,0.09,0.15,0.08,0.06,0.06,0.05
Double_reg,0.09,0.15,0.08,0.06,0.06,0.05
Linear_reg_x_z,0.85,0.2,0.07,0.06,0.06,0.06
Linear_reg_y_z,0.54,0.15,0.06,0.06,0.06,0.05
Double_reg_z,0.78,0.15,0.06,0.06,0.06,0.06
