,2,5,10,16,25,50
Cor_kernel,0.0,0.01,0.0,0.15,0.08,0.07
Linear_reg_x,0.34,0.69,0.76,0.8,0.73,0.53
Linear_reg_y,0.34,0.69,0.76,0.03,0.0,0.0
Double_reg,0.34,0.69,0.76,0.35,0.23,0.11
Linear_reg_x_z,0.32,0.51,0.58,0.58,0.58,0.58
Linear_reg_y_z,0.0,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.09,0.1,0.12,0.12,0.12,0.12
