,2,5,10,16,25,50
Linear_reg_x,0.78,0.78,0.57,0.41,0.39,0.35
Linear_reg_y,0.78,0.78,0.57,0.18,0.14,0.14
Double_reg,0.78,0.67,0.14,0.04,0.03,0.02
Linear_reg_x_z,0.55,0.46,0.36,0.36,0.36,0.36
Linear_reg_y_z,0.48,0.3,0.14,0.14,0.14,0.14
Double_reg_z,0.16,0.08,0.02,0.02,0.02,0.02
