,2,5,10,16,25,50
Linear_reg_x,0.99,0.63,0.21,0.14,0.71,0.8
Linear_reg_y,0.99,0.63,0.21,0.78,0.92,0.98
Double_reg,0.99,0.77,0.24,0.33,0.83,0.96
Linear_reg_x_z,0.11,0.28,0.08,0.08,0.08,0.08
Linear_reg_y_z,0.93,0.9,0.88,0.88,0.88,0.88
Double_reg_z,0.8,0.74,0.52,0.52,0.52,0.52
