,2,5,10,16,25,50
Linear_reg_x,1.0,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,1.0,1.0,1.0,0.47,0.45,0.08
Double_reg,1.0,1.0,1.0,1.0,1.0,0.98
Linear_reg_x_z,0.46,0.62,0.7,0.7,0.7,0.7
Linear_reg_y_z,0.0,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.05,0.08,0.11,0.11,0.11,0.11
