,2,5,10,16,25,50
Cor_kernel,0.0,0.01,0.07,0.1,0.15,0.08
Linear_reg_x,0.61,0.92,0.98,0.92,0.8,0.57
Linear_reg_y,0.61,0.92,0.98,0.07,0.01,0.0
Double_reg,0.61,0.92,0.98,0.66,0.36,0.14
Linear_reg_x_z,0.29,0.44,0.56,0.56,0.56,0.56
Linear_reg_y_z,0.01,0.0,0.0,0.0,0.0,0.0
Double_reg_z,0.05,0.1,0.07,0.07,0.07,0.07
