,2,4,6,10,25
Cor_kernel,0.0,0.0,0.04,0.06,0.1
Linear_reg_x,0.78,0.92,1.0,1.0,1.0
Linear_reg_y,0.73,0.93,1.0,1.0,1.0
Double_reg,0.76,0.93,1.0,1.0,1.0
double_Cor_kernel,0.0,0.0,0.01,0.02,0.0
Linear_reg_x_sub,1.0,1.0,0.99,0.98,0.23
Linear_reg_y_sub,1.0,1.0,0.99,0.98,0.23
Double_reg_sub,1.0,1.0,0.99,0.98,0.23
