,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.0,0.04
Linear_reg_x,0.17,0.23,0.25,0.27,0.27
Linear_reg_y,0.05,0.05,0.01,0.01,0.01
Double_reg,0.11,0.11,0.11,0.1,0.1
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.34,0.16,0.13,0.05,0.02
Linear_reg_y_sub,0.0,0.04,0.07,0.04,0.02
Double_reg_sub,0.11,0.12,0.08,0.04,0.02
