,2,4,6,10,25
Cor_kernel,0.0,0.01,0.02,0.07,0.15
Linear_reg_x,0.75,0.93,1.0,1.0,1.0
Linear_reg_y,0.68,0.9,1.0,0.99,0.99
Double_reg,0.72,0.92,1.0,1.0,1.0
double_Cor_kernel,0.0,0.0,0.03,0.05,0.01
Linear_reg_x_sub,1.0,1.0,1.0,1.0,0.85
Linear_reg_y_sub,0.99,1.0,1.0,1.0,0.85
Double_reg_sub,1.0,1.0,1.0,1.0,0.85
