,2,4,6,10,25
Cor_kernel,0.0,0.0,0.02,0.09,0.06
Linear_reg_x,0.5,0.73,0.89,0.96,0.99
Linear_reg_y,0.49,0.72,0.89,0.96,0.99
Double_reg,0.36,0.38,0.37,0.14,0.85
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.09,0.17,0.4,0.66,0.95
Linear_reg_y_sub,0.08,0.16,0.39,0.66,0.94
Double_reg_sub,0.09,0.1,0.2,0.16,0.83
