,2,4,6,10,25
Cor_kernel,0.0,0.0,0.01,0.02,0.05
Linear_reg_x,0.15,0.25,0.26,0.35,0.35
Linear_reg_y,0.01,0.02,0.02,0.01,0.01
Double_reg,0.09,0.11,0.11,0.09,0.09
double_Cor_kernel,0.0,0.0,0.01,0.0,0.0
Linear_reg_x_sub,0.64,0.37,0.24,0.13,0.07
Linear_reg_y_sub,0.0,0.0,0.01,0.03,0.07
Double_reg_sub,0.09,0.11,0.06,0.04,0.07
