,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.03,0.02
Linear_reg_x,0.08,0.15,0.14,0.2,0.2
Linear_reg_y,0.06,0.07,0.04,0.07,0.07
Double_reg,0.09,0.09,0.09,0.08,0.08
double_Cor_kernel,0.0,0.0,0.0,0.0,0.01
Linear_reg_x_sub,0.06,0.11,0.07,0.16,0.16
Linear_reg_y_sub,0.05,0.06,0.02,0.05,0.05
Double_reg_sub,0.08,0.08,0.04,0.07,0.07
