,2,4,6,10,25
Cor_kernel,0.0,0.0,0.01,0.08,0.11
Linear_reg_x,0.78,0.92,1.0,1.0,1.0
Linear_reg_y,0.73,0.93,1.0,1.0,1.0
Double_reg,0.73,0.93,1.0,0.99,0.99
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.15,0.44,0.69,0.94,0.94
Linear_reg_y_sub,0.15,0.43,0.67,0.94,0.94
Double_reg_sub,0.15,0.44,0.68,0.95,0.95
