,2,4,6,10,25
Cor_kernel,0.0,0.0,0.04,0.09,0.06
Linear_reg_x,1.0,1.0,1.0,1.0,1.0
Linear_reg_y,0.22,0.25,0.23,0.1,0.1
Double_reg,0.96,1.0,1.0,1.0,1.0
double_Cor_kernel,0.0,0.0,0.02,0.0,0.0
Linear_reg_x_sub,1.0,1.0,1.0,1.0,0.91
Linear_reg_y_sub,0.0,0.03,0.34,0.79,0.76
Double_reg_sub,1.0,1.0,1.0,1.0,0.9
