,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.01,0.0
Linear_reg_x,0.19,0.26,0.22,0.15,0.15
Linear_reg_y,0.19,0.26,0.23,0.12,0.12
Double_reg,0.19,0.25,0.23,0.14,0.14
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.14,0.11,0.07,0.05,0.0
Linear_reg_y_sub,0.14,0.11,0.07,0.03,0.0
Double_reg_sub,0.14,0.12,0.07,0.05,0.0
