,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.01,0.03
Linear_reg_x,0.02,0.04,0.01,0.02,0.02
Linear_reg_y,0.02,0.04,0.02,0.02,0.02
Double_reg,0.02,0.04,0.02,0.02,0.02
double_Cor_kernel,0.0,0.0,0.0,0.01,0.0
Linear_reg_x_sub,0.05,0.03,0.06,0.02,0.01
Linear_reg_y_sub,0.05,0.03,0.05,0.02,0.01
Double_reg_sub,0.05,0.03,0.06,0.02,0.01
