,2,4,6,10,25
Cor_kernel,0.0,0.01,0.04,0.08,0.1
Linear_reg_x,0.81,0.94,1.0,1.0,1.0
Linear_reg_y,0.73,0.91,1.0,1.0,1.0
Double_reg,0.79,0.94,1.0,1.0,1.0
double_Cor_kernel,0.0,0.0,0.01,0.0,0.0
Linear_reg_x_sub,0.18,0.49,0.71,0.95,0.95
Linear_reg_y_sub,0.16,0.43,0.64,0.93,0.93
Double_reg_sub,0.21,0.49,0.71,0.97,0.97
