,2,4,6,10,25
Cor_kernel,0.0,0.0,0.04,0.01,0.06
Linear_reg_x,0.71,0.9,0.97,1.0,1.0
Linear_reg_y,0.26,0.5,0.67,0.71,0.71
Double_reg,0.57,0.81,0.88,0.96,0.96
double_Cor_kernel,0.0,0.0,0.01,0.01,0.0
Linear_reg_x_sub,1.0,1.0,0.99,0.94,0.64
Linear_reg_y_sub,0.15,0.67,0.82,0.86,0.6
Double_reg_sub,0.96,0.92,0.95,0.9,0.62
