,2,4,6,10,25
Cor_kernel,0.0,0.0,0.04,0.48,0.15
Linear_reg_x,0.62,0.76,0.8,0.84,0.84
Linear_reg_y,0.0,0.0,0.0,0.0,0.0
Double_reg,0.09,0.15,0.12,0.11,0.11
double_Cor_kernel,0.0,0.0,0.04,0.02,0.0
Linear_reg_x_sub,0.95,0.87,0.82,0.63,0.23
Linear_reg_y_sub,0.0,0.0,0.0,0.0,0.01
Double_reg_sub,0.15,0.17,0.15,0.14,0.1
