,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.02,0.02
Linear_reg_x,0.16,0.19,0.16,0.1,0.1
Linear_reg_y,0.15,0.18,0.17,0.09,0.09
Double_reg,0.16,0.19,0.16,0.09,0.09
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.11,0.11,0.09,0.07,0.03
Linear_reg_y_sub,0.1,0.1,0.08,0.07,0.03
Double_reg_sub,0.11,0.1,0.07,0.07,0.03
