,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.0,0.07
Linear_reg_x,0.14,0.13,0.22,0.18,0.18
Linear_reg_y,0.08,0.07,0.06,0.05,0.05
Double_reg,0.11,0.06,0.09,0.06,0.06
double_Cor_kernel,0.0,0.0,0.0,0.0,0.02
Linear_reg_x_sub,0.11,0.09,0.12,0.16,0.16
Linear_reg_y_sub,0.07,0.05,0.05,0.08,0.08
Double_reg_sub,0.11,0.07,0.02,0.08,0.08
