,2,4,6,10,25
Cor_kernel,0.0,0.0,0.0,0.01,0.01
Linear_reg_x,0.28,0.33,0.34,0.23,0.23
Linear_reg_y,0.27,0.34,0.32,0.17,0.17
Double_reg,0.27,0.33,0.31,0.22,0.22
double_Cor_kernel,0.0,0.0,0.0,0.0,0.0
Linear_reg_x_sub,0.27,0.13,0.15,0.08,0.03
Linear_reg_y_sub,0.18,0.12,0.12,0.07,0.02
Double_reg_sub,0.21,0.13,0.14,0.07,0.03
